-;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl
569;KIA BADMINTON channels;buat pangkalan militer aja....menjaga nkri dari serbuan orang asing yg mulai berkamuflase dgn berbagai cara....;Ugzof1MMFIaYOXXU28F4AaABAg.8c4aafxKoGK8qBmzz1wFzL;Kaka Eagle;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzof1MMFIaYOXXU28F4AaABAg.8c4aafxKoGK8qBmzz1wFzL;2019-01-17 00:01:01;0;buat pangkalan militer aja....menjaga nkri dari serbuan orang asing yg mulai berkamuflase dgn berbagai cara....;http://www.youtube.com/channel/UCIws1OJT7q2FESDrk1o5emw
570;no name;Kaka OfficialVEVO udah nasibmu bro sabar..;Ugzof1MMFIaYOXXU28F4AaABAg.8c4aafxKoGK8pN1jD73hdE;Kaka Eagle;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzof1MMFIaYOXXU28F4AaABAg.8c4aafxKoGK8pN1jD73hdE;2018-12-27 12:18:48;0;Kaka OfficialVEVO udah nasibmu bro sabar..;http://www.youtube.com/channel/UC5CAeGd-VgE-Uw-OB7IC1EQ
571;Gentur Aji;Negara kepulauan dengan beribu-ribu pulau, kenapa bikin pulau? kenapa ga mengembangkan pulau-pulau kecil dan daerah tertinggal... entahlah;Ugy2FPihkWU3ALC7BWV4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy2FPihkWU3ALC7BWV4AaABAg;2018-01-31 05:33:34;0;Negara kepulauan dengan beribu-ribu pulau, kenapa bikin pulau? kenapa ga mengembangkan pulau-pulau kecil dan daerah tertinggal... entahlah;http://www.youtube.com/channel/UCNhIls43Dhy_vv7g6kmAwpQ
572;charisya best;Kasihan. Politik lebih dari TV;UgwSIv_Ziz99uq2u_QB4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwSIv_Ziz99uq2u_QB4AaABAg;2018-01-31 04:54:24;0;Kasihan. Politik lebih dari TV;http://www.youtube.com/channel/UCRYXdZyIWZbWeIB0KZcBp4w
573;TAY WAE;Wooww bagus kayak di luar negeri. Tertata Rapi;Ugw0jO0Bb6IhBCoiA5N4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw0jO0Bb6IhBCoiA5N4AaABAg;2018-01-30 12:36:05;0;Wooww bagus kayak di luar negeri. Tertata Rapi;http://www.youtube.com/channel/UCmwrRb4-Kb68-owgy7X4M2w
574;nodasa;Nasi sudah menjadi bubur, reklamasi di stop tidak akan membawa dampak lebih baik buat jakarta jadi harus dilanjutkan.;UgxE21FyhxnBVmzSTBx4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxE21FyhxnBVmzSTBx4AaABAg;2018-01-30 01:09:37;0;Nasi sudah menjadi bubur, reklamasi di stop tidak akan membawa dampak lebih baik buat jakarta jadi harus dilanjutkan.;http://www.youtube.com/channel/UCt5YNb6rAshydiLlcbBb2CA
575;PissMenn;Good Job Anies Sandi!! Bangun dulu Mainland Jakarta yg masih kumuh, gantilah rumah2 genteng kodok oren,asbes yg bahkan masih banyak disekitaran CBD Jakarta dengan hunian yg BERLAPIS dan kemudahan pembayaran lewat DP 0% serta pemenuhan kebutuhan masyarakat dengan OKE OCE!! ??;UgyYbNF8XFL9hMCWACl4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyYbNF8XFL9hMCWACl4AaABAg;2018-01-28 16:48:42;0;Good Job Anies Sandi!! Bangun dulu Mainland Jakarta yg masih kumuh, gantilah rumah2 genteng kodok oren,asbes yg bahkan masih banyak disekitaran CBD Jakarta dengan hunian yg BERLAPIS dan kemudahan pembayaran lewat DP 0% serta pemenuhan kebutuhan masyarakat dengan OKE OCE!! ??;http://www.youtube.com/channel/UCxeHbyn0O6S8V69SD8KwptA
576;Arfian Atmaja;Gw sih YES coba bandingin Dubai yg udah bikin kek ginian keren abis. Kalo mau maju harusnya dilanjutin aja mikirnya buat jangka panjang bukan jangka pendek. Gw yakin kalo udah jadi ntar pada bangga justru indonesia punya begituan.;UgxlZUxNxASDJre3OBt4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxlZUxNxASDJre3OBt4AaABAg;2018-01-28 09:55:46;0;Gw sih YES coba bandingin Dubai yg udah bikin kek ginian keren abis. Kalo mau maju harusnya dilanjutin aja mikirnya buat jangka panjang bukan jangka pendek. Gw yakin kalo udah jadi ntar pada bangga justru indonesia punya begituan.;http://www.youtube.com/channel/UCzkcoTnC-P2p84-_5MlD_XA
577;Abdul Wafi;Lanjutkan perjuangan mu Gubernur, hantam terus pelanggaran-pelanggaran itu.;UgzhMJuAWAk_k3yQXxF4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzhMJuAWAk_k3yQXxF4AaABAg;2018-01-28 09:06:47;0;Lanjutkan perjuangan mu Gubernur, hantam terus pelanggaran-pelanggaran itu.;http://www.youtube.com/channel/UCfBv65DWI3IU42SV1t7k1hw
578;Heru Tirta;siapa yang mau invest ke negara Indonistan;UgxNTBgr3m2UR4eQG954AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxNTBgr3m2UR4eQG954AaABAg;2018-01-28 00:17:47;1;siapa yang mau invest ke negara Indonistan;http://www.youtube.com/channel/UCtKe1elYyfUVPHh0mcpYrYg
579;Fakyu;Banyak;UgxNTBgr3m2UR4eQG954AaABAg.8bxIVwf6VJ08lycUHFZzP0;Heru Tirta;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxNTBgr3m2UR4eQG954AaABAg.8bxIVwf6VJ08lycUHFZzP0;2018-10-04 02:54:14;0;Banyak;http://www.youtube.com/channel/UCeri6vxM7m9XJOxuelB6tgA
580;angga raditya;Trus pulau yg udah jadi skrang mau diapain?? Digali lagi? ?? wkwk;UgwkEexT7I7kcHqcGc94AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwkEexT7I7kcHqcGc94AaABAg;2018-01-27 23:45:54;1;Trus pulau yg udah jadi skrang mau diapain?? Digali lagi? ?? wkwk;http://www.youtube.com/channel/UC32ZEoiBSWlG6RVMkSt2m5g
581;Tiara Dian;Dibuat ngubur loe hidup2 ??????;UgwkEexT7I7kcHqcGc94AaABAg.8bxErTiqs0y91hzCL4erXI;angga raditya;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwkEexT7I7kcHqcGc94AaABAg.8bxErTiqs0y91hzCL4erXI;2019-11-24 03:39:22;0;Dibuat ngubur loe hidup2 ??????;http://www.youtube.com/channel/UC5MyD3-esrN4NOZnuF1R4PQ
582;Sidik P;Pengen dong, mata najwa ngundang bintang tamu kayak nelayan atau orang kecil lain, karna denger suara mereka itu lebih ngeh dari pada denger omong kosong politisi politisi...;UgxvxkZSTJEO0LWRhnp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxvxkZSTJEO0LWRhnp4AaABAg;2018-01-27 20:10:18;0;Pengen dong, mata najwa ngundang bintang tamu kayak nelayan atau orang kecil lain, karna denger suara mereka itu lebih ngeh dari pada denger omong kosong politisi politisi...;http://www.youtube.com/channel/UC81tAEwc1DzL_2Of59oMLBw
583;Adjie Sucahyo;Kalo udah terlanjur basah ya nyebur aja sekalian. Ini proyek udah habis trilyunan, kalo ga dilanjutin mau diapain lagi? Apakah akan dibiarkan selamanya mangkrak?;UgzCnFFxJz_lQ1EXXa54AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzCnFFxJz_lQ1EXXa54AaABAg;2018-01-27 02:42:42;0;Kalo udah terlanjur basah ya nyebur aja sekalian. Ini proyek udah habis trilyunan, kalo ga dilanjutin mau diapain lagi? Apakah akan dibiarkan selamanya mangkrak?;http://www.youtube.com/channel/UCzstfsaXL-fIhB6RGL2Lq0w
584;M hom;jadiin tanah wakaf aja. buat pasum.;UgxgcP77srUhVpZ4Dfd4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxgcP77srUhVpZ4Dfd4AaABAg;2018-01-27 01:23:35;0;jadiin tanah wakaf aja. buat pasum.;http://www.youtube.com/channel/UCCe4KBlcrLqAfPr6chee7JQ
585;Cuilaneek;Wakakak banyak ahoker tolol alesan investor udah keluar duit banyak, tolol!;Ugzvmij-ZFmkqDF9igZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugzvmij-ZFmkqDF9igZ4AaABAg;2018-01-26 19:33:30;0;Wakakak banyak ahoker tolol alesan investor udah keluar duit banyak, tolol!;http://www.youtube.com/channel/UCU44FuYFff2Ewpdl7npxufg
586;Bon Tot;"Jujur ya gw msh blm faham tentang reklamasi.. bangunan""n di situ kya menguntungkan sepihak.. klo salah koreksi ya";UgxfplF3AG2P6_1s4wR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxfplF3AG2P6_1s4wR4AaABAg;2018-01-26 19:11:09;0;"Jujur ya gw msh blm faham tentang reklamasi.. bangunan""n di situ kya menguntungkan sepihak.. klo salah koreksi ya";http://www.youtube.com/channel/UCAKgarkBlfmbsPwhQiU2K6w
587;Pahlawan Ampera;masalahnya gak ada bagi2 duit makanya gak di kasih izin soalnya mau buat kpk sendiri.;UgxUzswBE2T-hWNr5Hp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxUzswBE2T-hWNr5Hp4AaABAg;2018-01-26 15:27:16;0;masalahnya gak ada bagi2 duit makanya gak di kasih izin soalnya mau buat kpk sendiri.;http://www.youtube.com/channel/UCRWaUINWUzPYZ9r9BZFL28A
588;Ktp Ku;Bukan bikin jalan, malah nutup jalan dgn pkL, beresin sungai yg di uruk gak mau, reklamasi pulau gak boleh...org nya segitu banyak mau dikemanain??Jalan jalan ke belanda, lihat giant sea wall utk menahan air laut masuk ke negaranya...Planning reklamasi mau spt itu, setelah pulau2, nanti ada giant sea wall urk menahan air laut masuk;Ugz8PTo6qwF2o26WkeN4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugz8PTo6qwF2o26WkeN4AaABAg;2018-01-26 03:56:37;0;Bukan bikin jalan, malah nutup jalan dgn pkL, beresin sungai yg di uruk gak mau, reklamasi pulau gak boleh...org nya segitu banyak mau dikemanain??Jalan jalan ke belanda, lihat giant sea wall utk menahan air laut masuk ke negaranya...Planning reklamasi mau spt itu, setelah pulau2, nanti ada giant sea wall urk menahan air laut masuk;http://www.youtube.com/channel/UCJ64UrFwyjMkhOX7xBKoFsQ
589;Tim Sagala;"JAKARTA MO DIBIKIN KOTA KELAS DUNIA......KAUM KORUPTOR NGAMUK karena KAGA KEBAGIAN APA-APA.....CAPEK DEH....SEMUA di POLITISIR DEBAT KUSIR buat KEUNTUNGAN MEREKA.......DOYAN BANGET JADI KUMUH ya mEREKA itu...hanya BERLINDUNG dibalik kata ""KEBERPIHAKAN"" pada ORANG kecil....wkkk.....wkkk......";UgxIV84PBJqYIIWHPw14AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxIV84PBJqYIIWHPw14AaABAg;2018-01-26 02:13:13;0;"JAKARTA MO DIBIKIN KOTA KELAS DUNIA......KAUM KORUPTOR NGAMUK karena KAGA KEBAGIAN APA-APA.....CAPEK DEH....SEMUA di POLITISIR DEBAT KUSIR buat KEUNTUNGAN MEREKA.......DOYAN BANGET JADI KUMUH ya mEREKA itu...hanya BERLINDUNG dibalik kata ""KEBERPIHAKAN"" pada ORANG kecil....wkkk.....wkkk......";http://www.youtube.com/channel/UCa-5WaGAVvXUns2odYNq42Q
590;ainun nisa;sekarang reklamasinya udah jadi, harus diapain? apakah hanya dibiarkan seperti itu ga ada tindakan, hanya menyalahkan berbagai pihak?;UgxYrzo5eugv5GPERiR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxYrzo5eugv5GPERiR4AaABAg;2018-01-26 00:58:17;0;sekarang reklamasinya udah jadi, harus diapain? apakah hanya dibiarkan seperti itu ga ada tindakan, hanya menyalahkan berbagai pihak?;http://www.youtube.com/channel/UCwUPow9tU8YHoUhZQJ30ySw
591;nursule wong;ngelus dada, sia sia dr jmn orde baru.. ekonomi sulit n rakyat yg sengsara, ohh negeriku;UgzaB2Ry3LgfySR_i2h4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzaB2Ry3LgfySR_i2h4AaABAg;2018-01-26 00:24:28;0;ngelus dada, sia sia dr jmn orde baru.. ekonomi sulit n rakyat yg sengsara, ohh negeriku;http://www.youtube.com/channel/UCo2eBq_ZMHrk7x1roj_kMjg
592;Uwes Kurni;Sebenarnya untuk keperluan apa saja sih yg di pulau D itu?.. byk sekali bangunan2 baru tahu;UgwzTa-CvjvWhOeTOnd4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwzTa-CvjvWhOeTOnd4AaABAg;2018-01-25 22:52:26;0;Sebenarnya untuk keperluan apa saja sih yg di pulau D itu?.. byk sekali bangunan2 baru tahu;http://www.youtube.com/channel/UCXmVDwrDgg1ltpijd3UAB_w
593;bang harsya;Semoga sehat dan sukses terus ya mba Nana #najwashihab Mba Nana selalu meng-Inspirasi semoga semampu kami bisa ikut berkontribusi untuk kemajuan bangsa indonesia ????;Ugy-YatsAHx6IT69pd94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy-YatsAHx6IT69pd94AaABAg;2018-01-25 22:51:14;0;Semoga sehat dan sukses terus ya mba Nana #najwashihab Mba Nana selalu meng-Inspirasi semoga semampu kami bisa ikut berkontribusi untuk kemajuan bangsa indonesia ????;http://www.youtube.com/channel/UChd_xIK1pxnylVBjo6FxNgw
594;GRUP_HOAX_MALING_PENCITRAAN;ujung2nya bbrp mangkrek, buang2 duit aja! ngancur2in alam dng arogansi  keegoisan penguasa (trutama kemaren2 yg mulutnya liar) jng bilang politik gk brpengaruh,, memangnya zaman sekarang siapa yg mengepalai? yakin itu semua (kebijakan) atas usulan pemimpin daerah semata? apa para suara partai2 yg punya kepentingan penguasa? sumpah miris banget negri ini, trnyata projek ini udah lama  skrng br sadarnya! bakalan berat pmerintah sekarng mmbereskan hal yg UDAH TERJADI! ingatlah DOSA - DOSA mu wahai penguasa yg telah termakan WAKTU! tanggung jawabmu kalo tidak ksusahan dunia maka akhirtmu kelak akan HINA!;UgyA19ldmy60bqCeIVh4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyA19ldmy60bqCeIVh4AaABAg;2018-01-25 21:13:59;0;ujung2nya bbrp mangkrek, buang2 duit aja! ngancur2in alam dng arogansi  keegoisan penguasa (trutama kemaren2 yg mulutnya liar) jng bilang politik gk brpengaruh,, memangnya zaman sekarang siapa yg mengepalai? yakin itu semua (kebijakan) atas usulan pemimpin daerah semata? apa para suara partai2 yg punya kepentingan penguasa? sumpah miris banget negri ini, trnyata projek ini udah lama  skrng br sadarnya! bakalan berat pmerintah sekarng mmbereskan hal yg UDAH TERJADI! ingatlah DOSA - DOSA mu wahai penguasa yg telah termakan WAKTU! tanggung jawabmu kalo tidak ksusahan dunia maka akhirtmu kelak akan HINA!;http://www.youtube.com/channel/UCr2bHYdCrUZ-jV0twUyUOuw
595;simuda berkaya;INI HARUS DILANJUTKAN!! BAYANGKAN klo ga dilanjutkan? Itu mau jadii apaa? Jadi kacau balau berantakan gt. Astagfirullah.;Ugwte9T1jTt1NPdbTe94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugwte9T1jTt1NPdbTe94AaABAg;2018-01-25 20:17:43;0;INI HARUS DILANJUTKAN!! BAYANGKAN klo ga dilanjutkan? Itu mau jadii apaa? Jadi kacau balau berantakan gt. Astagfirullah.;http://www.youtube.com/channel/UC_nRXWlthRK7ZZaDthG1gPw
596;Seratus Prosen;Pulau-pulau untuk orang kaya, diabangun ditumpukan tulang2 orang miskin. Ahok ASUUUU!!!;Ugw58DaCBRWTiTAqtOZ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw58DaCBRWTiTAqtOZ4AaABAg;2018-01-25 19:15:19;5;Pulau-pulau untuk orang kaya, diabangun ditumpukan tulang2 orang miskin. Ahok ASUUUU!!!;http://www.youtube.com/channel/UCyRn2XTbnCjXa6208wHdmCQ
597;Seratus Prosen;siapa yang bilang gw miskin? kalo gw mau, beli kepala kalian semua gw juga bisa. Gw membela orang miskin karena gw tinggal dilinggkungan orang miskin, gw tau betul bagaimana Ahok memperlakukan orang miskin. Gw yakin kalian semua bukan orang Jakarta yang hanya tau berita tentang Ahok lewat Media. Otak kalian sudah dicuci oleh kampanye yang dilakukan buzzer2 yang dibiayai Taipan2. Kekalahan Ahok mustinya bikin mata kalian melek, bahwa semua yang memilih Anies itu bukan karena mereka mendukung Anies. Tapi karena mereka nggak mau Ahok Menang. MIKIRRRR.. oh iya susah ya, kalian kan otaknya udah keracunan minyak babi, jadi menciut. Mata kalian katarak oleh virus politik PDIP nggak bisa liat dengan jelas. Kalo kalian mikir ini soal Agama dan RAS, Kalian SALAH!! Pasti Kalian mikir gw orang Islam dan pribumi. kan? Goblok!!!;Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8cBF4zRxf3c;Seratus Prosen;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8cBF4zRxf3c;2018-02-02 19:36:30;0;siapa yang bilang gw miskin? kalo gw mau, beli kepala kalian semua gw juga bisa. Gw membela orang miskin karena gw tinggal dilinggkungan orang miskin, gw tau betul bagaimana Ahok memperlakukan orang miskin. Gw yakin kalian semua bukan orang Jakarta yang hanya tau berita tentang Ahok lewat Media. Otak kalian sudah dicuci oleh kampanye yang dilakukan buzzer2 yang dibiayai Taipan2. Kekalahan Ahok mustinya bikin mata kalian melek, bahwa semua yang memilih Anies itu bukan karena mereka mendukung Anies. Tapi karena mereka nggak mau Ahok Menang. MIKIRRRR.. oh iya susah ya, kalian kan otaknya udah keracunan minyak babi, jadi menciut. Mata kalian katarak oleh virus politik PDIP nggak bisa liat dengan jelas. Kalo kalian mikir ini soal Agama dan RAS, Kalian SALAH!! Pasti Kalian mikir gw orang Islam dan pribumi. kan? Goblok!!!;http://www.youtube.com/channel/UCyRn2XTbnCjXa6208wHdmCQ
598;Hendra Mulyana;contoh orang primitif;Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8cAIQiQgUoH;Seratus Prosen;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8cAIQiQgUoH;2018-02-02 10:46:26;0;contoh orang primitif;http://www.youtube.com/channel/UChy5UD5HBMlRkBEO62Uqdmg
599;Story Night;orang hidup itu harus punya tujuan.... mau miskin atau kaya...... wkwkwkkwkwkw kalo loe berpikir miskin terus males ya akan terus miskin tong?? kalo mau berjuang hidup dan punya tujuan... niscaya kamu juga jadi orang sukses..... LOL;Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8cADyc_qq9d;Seratus Prosen;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8cADyc_qq9d;2018-02-02 10:07:30;0;orang hidup itu harus punya tujuan.... mau miskin atau kaya...... wkwkwkkwkwkw kalo loe berpikir miskin terus males ya akan terus miskin tong?? kalo mau berjuang hidup dan punya tujuan... niscaya kamu juga jadi orang sukses..... LOL;http://www.youtube.com/channel/UCNTS71CkwelApCM2qenCd1Q
600;AteM;Lihat lg videonya bos.. Jgn asal ketik.. Yg ijinin pertama jelas d tulis tu d video gr2 si fauzi bowo.. Knapa yg d marahin si ahok?? Bego kok d terusin..;Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8c0ZxMjrFkP;Seratus Prosen;2;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8c0ZxMjrFkP;2018-01-29 16:07:10;0;Lihat lg videonya bos.. Jgn asal ketik.. Yg ijinin pertama jelas d tulis tu d video gr2 si fauzi bowo.. Knapa yg d marahin si ahok?? Bego kok d terusin..;http://www.youtube.com/channel/UCMNoTlOk6odCMB4kAPXADBQ
601;jay yantie;Seratus Prosen kenapa anda miskin? kenapa mereka kaya? think;Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8bxw5YH71NW;Seratus Prosen;6;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw58DaCBRWTiTAqtOZ4AaABAg.8brbIrqp8mX8bxw5YH71NW;2018-01-28 06:12:26;0;Seratus Prosen kenapa anda miskin? kenapa mereka kaya? think;http://www.youtube.com/channel/UCsMFtrs5NCusaeof0MwTiKQ
602;Wisnu Nugroho;Lihat secara luas jangan secara sempitttt....lanjut reklamasiiii....;UgxRb-H4822cQkbxl154AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxRb-H4822cQkbxl154AaABAg;2018-01-25 14:11:27;0;Lihat secara luas jangan secara sempitttt....lanjut reklamasiiii....;http://www.youtube.com/channel/UC8Rp6SvIuWDi42gwb9zhPBA
603;Aktoina Setiawan;Ntah pemerintannya yg paok ntah yg kontra yg buta. Sukak x klen hidup miskin gk maju2.;UgzTxLlSdFh9Tci5mBd4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzTxLlSdFh9Tci5mBd4AaABAg;2018-01-25 13:33:28;0;Ntah pemerintannya yg paok ntah yg kontra yg buta. Sukak x klen hidup miskin gk maju2.;http://www.youtube.com/channel/UCPGeZiNks-Q5Fgt5Sy7iTOw
604;095-Muhammad Alwan Zuhdi;Padahal kalo jadi keren itu. Kayak di eropa;UgxuceoMqyPGlQ2VlaV4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxuceoMqyPGlQ2VlaV4AaABAg;2018-01-25 12:32:33;0;Padahal kalo jadi keren itu. Kayak di eropa;http://www.youtube.com/channel/UCnBpjuW96l1UE1t1k5lEyoA
605;mas iyons;Yang gak setuju masih menghambat pembangunan coba jalan jalan ke johor malaysia atau singapura...;UgxIw_kpb41zKTXmDo54AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxIw_kpb41zKTXmDo54AaABAg;2018-01-25 08:35:53;0;Yang gak setuju masih menghambat pembangunan coba jalan jalan ke johor malaysia atau singapura...;http://www.youtube.com/channel/UC1Hj2Vu750_leZMBHhTFCkg
606;Sandi Wijaya;Yang bilang stop siapa? pulau d masih lanjut ko????????;UgwGTSk5ZaRJLdnmCxJ4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwGTSk5ZaRJLdnmCxJ4AaABAg;2018-01-25 08:19:48;0;Yang bilang stop siapa? pulau d masih lanjut ko????????;http://www.youtube.com/channel/UCZNq-0x8iA970DD9WVPOelw
607;Alexander cungkring;orang mau investasi ke Indonesia jadi mikir2 karena ketololan politikus nya., padahal kebutuhan pekerjaan di indonesia sangat tinggi tapi banyak pejabat nya bermental anjing kurap.;Ugw8MjyAkpE771bZ7F94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw8MjyAkpE771bZ7F94AaABAg;2018-01-25 07:40:02;0;orang mau investasi ke Indonesia jadi mikir2 karena ketololan politikus nya., padahal kebutuhan pekerjaan di indonesia sangat tinggi tapi banyak pejabat nya bermental anjing kurap.;http://www.youtube.com/channel/UCbTTnFCC4RVivElpaLT6k_A
608;Ima Ima;Sayang banget kalau disia siakan...;UgzYKqmiFfjI62VxFXt4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzYKqmiFfjI62VxFXt4AaABAg;2018-01-25 04:33:40;0;Sayang banget kalau disia siakan...;http://www.youtube.com/channel/UC_cAj_trT4UwLk3xCl_l56g
609;Lili vebriana ichsan;mbak nana saya numpak bertanya ke pak anis, bagai mana kelanjutan pulau reklamasi yang sudah berjalan tapi belum seratus persen, atau juga yang sudah 100 % . mau di apakan kelanjutannya ? apakah di biarkan saja atau ada solusi lain ? Nelanyan sudah musti jauh nyari ikan nya, tapi pulau nya sendiri juga belum bisa memberi manfaat;Ugz09A3dvy3h7I1B9It4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugz09A3dvy3h7I1B9It4AaABAg;2018-01-25 03:49:14;0;mbak nana saya numpak bertanya ke pak anis, bagai mana kelanjutan pulau reklamasi yang sudah berjalan tapi belum seratus persen, atau juga yang sudah 100 % . mau di apakan kelanjutannya ? apakah di biarkan saja atau ada solusi lain ? Nelanyan sudah musti jauh nyari ikan nya, tapi pulau nya sendiri juga belum bisa memberi manfaat;http://www.youtube.com/channel/UCGEfrvelCJM0naI4LijjUcA
610;Damam Prasetyo;Suda ketahuan ini trik anjs doang nnti ujung2nya jga di lanjutin halah basi;Ugxc_IY4KtYCUAJbs0F4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugxc_IY4KtYCUAJbs0F4AaABAg;2018-01-25 01:06:44;0;Suda ketahuan ini trik anjs doang nnti ujung2nya jga di lanjutin halah basi;http://www.youtube.com/channel/UCsYL4Ils8ieiBnEeoLfZ-cw
611;Ali Zibbeni;Eh koq boleh masuk ya?perasaan dl tv sebelah gak boleh masuk;UgyVgwOoYi9PIipkqX94AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyVgwOoYi9PIipkqX94AaABAg;2018-01-24 21:43:26;0;Eh koq boleh masuk ya?perasaan dl tv sebelah gak boleh masuk;http://www.youtube.com/channel/UC5n9qQNvjy-8TEXPJHvfBBQ
612;Wan Brata;Mantap Reklamasi... Lanjutkan reklamasi...;UgxpNOOJdON_3JxUgEp4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxpNOOJdON_3JxUgEp4AaABAg;2018-01-24 12:39:16;0;Mantap Reklamasi... Lanjutkan reklamasi...;http://www.youtube.com/channel/UCXJdmXURA-zc2-enHsZ9I3w
